Boarding_House_ID,Location,Room_Type,Price (LKR),Availability,Amenities,Ratings,Proximity_to_Landmark,Query
BD1843,Kohuwala,Single,10318,Available,"Air Conditioning, Gym, Pool, Parking, Wi-Fi",4.9,9.2,Find a boarding house with Laundry and Laundry.
BD1844,Ratmalana,Single,8749,Available,"Pet-Friendly, Air Conditioning, Wi-Fi, Gym",2.1,1,Are there any boarding houses near Angoda?
BD1845,Kaduwela,Double,13590,Occupied,"Pool, Gym, Wi-Fi, Air Conditioning",3.3,3.4,Are there any boarding houses near Thalahena?
BD1846,Kalubowila,Double,11180,Occupied,"Pool, Laundry",4.8,6.7,Find a boarding house with Air Conditioning and Kitchen.
BD1847,Kohuwala,Double,10801,Available,"Air Conditioning, Laundry",4,5.9,Show me boarding houses with a rating of 1 stars.
BD1848,Colombo 8,Double,10734,Available,"Gym, Parking, Pool, Pet-Friendly",2.8,2.4,Are there any boarding houses near Mount Lavinia?
BD1849,Dehiwala,Double,14328,Available,"Air Conditioning, Pool",3.6,6.5,Are there any boarding houses near Pittugala?
BD1850,Borella,Single,8157,Available,"Pool, Laundry, Gym",1,7.8,Find a boarding house with Air Conditioning and Study/Workspace.
BD1851,Kohuwala,Shared,14240,Occupied,"Wi-Fi, Laundry, Air Conditioning, Parking",1.2,1.5,Find a boarding house with Kitchen and Kitchen.
BD1852,Kiribathgoda,Double,14311,Available,"Parking, Air Conditioning",4.5,2.5,Are there any boarding houses near Kotte?
BD1853,Colombo 2,Double,10180,Available,"Wi-Fi, Pool, Gym",1.3,3.3,Are there any boarding houses near Thalahena?
BD1854,Hokandara,Double,9154,Available,"Pet-Friendly, Laundry, Pool",4.7,8.2,Are there any boarding houses near Angoda?
BD1855,Colombo 2,Single,13157,Available,"Air Conditioning, Pool, Laundry, Gym",2.3,8.6,Show me boarding houses with a rating of 5 stars.
BD1856,Attidiya,Shared,10996,Occupied,"Parking, Pet-Friendly, Pool, Air Conditioning, Gym",4.4,9.4,Find a boarding house with Study/Workspace and Wi-Fi.
BD1857,Colombo 5,Single,14874,Occupied,"Parking, Air Conditioning",2.3,5.8,Are there any boarding houses near Mount Lavinia?
BD1858,Borella,Shared,14613,Occupied,"Laundry, Pool, Wi-Fi, Air Conditioning",1.4,5,Are there any boarding houses near Colombo 3?
BD1859,Moratuwa,Shared,10637,Occupied,"Parking, Pool, Wi-Fi, Pet-Friendly",4.9,7.9,Show me boarding houses with a rating of 1 stars.
BD1860,Moratuwa,Single,12386,Available,"Pool, Laundry",3.4,4.6,Are there any boarding houses near Colombo 3?
BD1861,Angoda,Single,11870,Occupied,"Air Conditioning, Pool, Wi-Fi, Parking",2.3,4.2,Show me boarding houses with a rating of 1 stars.
BD1862,Attidiya,Single,9997,Available,"Air Conditioning, Parking, Gym",2.5,7,Show me boarding houses with a rating of 3 stars.
BD1863,Borella,Double,11318,Available,"Air Conditioning, Pet-Friendly, Pool",4.4,6.6,Are there any boarding houses near Pittugala?
BD1864,Nugegoda,Shared,12671,Available,"Pet-Friendly, Air Conditioning, Parking",2.3,1.8,Find a boarding house with Attach Bathroom and Study/Workspace.
BD1865,Angoda,Double,9727,Occupied,"Air Conditioning, Pet-Friendly",1.6,9.9,Show me boarding houses with a rating of 2 stars.
BD1866,Colombo 5,Shared,14243,Available,"Pool, Laundry, Wi-Fi, Air Conditioning, Parking",3.2,3.7,Show me boarding houses with a rating of 3 stars.
BD1867,Homagama,Single,12774,Occupied,"Pool, Gym, Pet-Friendly, Laundry",2.3,5.3,Are there any boarding houses near Kotte?
BD1868,Pannipitiya,Double,9137,Available,"Laundry, Wi-Fi, Parking, Pool, Gym",1.7,2.1,Find a boarding house with Study/Workspace and Air Conditioning.
BD1869,Dehiwala,Double,10450,Available,"Gym, Pet-Friendly, Wi-Fi, Laundry, Pool",4.8,3.8,Are there any boarding houses near NSBM?
BD1870,Kesbewa,Shared,8084,Available,"Pool, Pet-Friendly",3.7,3,Show me boarding houses with a rating of 4 stars.
BD1871,Kiribathgoda,Double,11821,Occupied,"Pool, Parking, Wi-Fi, Laundry",4.8,8.8,Find a boarding house with Laundry and Attach Bathroom.
BD1872,Moratuwa,Double,11891,Occupied,"Pool, Pet-Friendly, Air Conditioning, Laundry, Wi-Fi",4.9,3.1,Show me boarding houses with a rating of 3 stars.
BD1873,Attidiya,Shared,13224,Available,"Parking, Gym, Laundry",4.5,8.8,Show me boarding houses with a rating of 2 stars.
BD1874,Kotte,Shared,12403,Available,"Laundry, Pet-Friendly, Wi-Fi",2,1.4,Are there any boarding houses near Pittugala?
BD1875,Colombo 10,Single,8912,Available,"Laundry, Parking, Gym",2.7,1.8,Show me boarding houses with a rating of 2 stars.
BD1876,Ethul Kotte,Shared,14471,Available,"Air Conditioning, Gym, Pool, Laundry",1.5,9.6,Show me boarding houses with a rating of 4 stars.
BD1877,Wellawatte,Double,13403,Occupied,"Pool, Pet-Friendly",1.8,8.3,Find a boarding house with Laundry and Air Conditioning.
BD1878,Homagama,Shared,8765,Occupied,"Laundry, Air Conditioning",2.2,2.1,Are there any boarding houses near Thalahena?
BD1879,Kolonnawa,Single,13306,Occupied,"Laundry, Gym, Pet-Friendly",1.9,3.5,Show me boarding houses with a rating of 4 stars.
BD1880,Ethul Kotte,Shared,12457,Available,"Laundry, Gym, Pool, Air Conditioning",4.9,1.9,Find a boarding house with Air Conditioning and Gym.
BD1881,Hokandara,Double,14323,Available,"Parking, Gym, Wi-Fi",2.6,1.7,Show me boarding houses with a rating of 1 stars.
BD1882,Narahenpita,Double,9836,Occupied,"Pet-Friendly, Wi-Fi, Pool, Parking, Laundry",2.1,0.6,Show me boarding houses with a rating of 4 stars.
BD1883,Pelawatte,Double,12663,Occupied,"Gym, Laundry, Air Conditioning",3.6,8.7,Find a boarding house with Gym and Study/Workspace.
BD1884,Colombo 7,Single,8566,Available,"Air Conditioning, Gym",2.4,7.1,Are there any boarding houses near Kaduwela?
BD1885,Talangama,Shared,9346,Occupied,"Laundry, Parking, Gym",3.6,4.2,Find a boarding house with Study/Workspace and Gym.
BD1886,Wellawatte,Single,13055,Occupied,"Gym, Pool",3.3,7,Are there any boarding houses near Colombo?
BD1887,Colombo 1,Single,11202,Occupied,"Wi-Fi, Pet-Friendly, Laundry",4.7,6.1,Find a boarding house with Gym and Air Conditioning.
BD1888,Kohuwala,Single,12076,Occupied,"Air Conditioning, Parking, Wi-Fi",2.6,1.8,Are there any boarding houses near Kotte?
BD1889,Malabe,Single,8967,Occupied,"Laundry, Pet-Friendly",4.2,7.5,Are there any boarding houses near Biyagama?
BD1890,Hokandara,Shared,13700,Available,"Parking, Wi-Fi",2.3,9.9,Find a boarding house with Gym and Laundry.
BD1891,Colombo 4,Shared,13343,Occupied,"Laundry, Air Conditioning, Parking, Gym, Wi-Fi",4.4,2.2,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1892,Colombo 4,Double,8853,Occupied,"Gym, Air Conditioning, Parking, Pool",3.7,8.8,Find a boarding house with Air Conditioning and Kitchen.
BD1893,Pelawatte,Single,10522,Available,"Air Conditioning, Pool",1.3,9.6,Are there any boarding houses near Thalahena?
BD1894,Colombo 4,Single,8103,Occupied,"Wi-Fi, Air Conditioning, Gym, Pool",4.4,2,Are there any boarding houses near Kaduwela?
BD1895,Nawala,Shared,10895,Available,"Laundry, Gym, Air Conditioning, Pool, Wi-Fi",3.4,3.7,Show me boarding houses with a rating of 3 stars.
BD1896,Kotte,Shared,13150,Occupied,"Air Conditioning, Laundry",1.7,5.5,Show me boarding houses with a rating of 5 stars.
BD1897,Borella,Double,12995,Occupied,"Pet-Friendly, Laundry",3.6,6.7,Find a boarding house with Laundry and Attach Bathroom.
BD1898,Colombo 2,Single,8589,Occupied,"Wi-Fi, Gym, Pool, Parking, Air Conditioning",4.4,5.4,Are there any boarding houses near Thalahena?
BD1899,Ratmalana,Single,8283,Occupied,"Gym, Pool",2.9,6,Show me boarding houses with a rating of 2 stars.
BD1900,Kotte,Double,10710,Available,"Gym, Laundry, Air Conditioning",3.2,5.7,Show me boarding houses with a rating of 5 stars.
BD1901,Maharagama,Single,9906,Available,"Laundry, Gym, Pet-Friendly",4.6,3.2,Find a boarding house with Wi-Fi and Kitchen.
BD1902,Kesbewa,Double,10903,Available,"Laundry, Air Conditioning",3.6,0.6,Find a boarding house with Wi-Fi and Gym.
BD1903,Piliyandala,Single,9516,Occupied,"Pet-Friendly, Pool, Air Conditioning",1.8,8.8,Show me boarding houses with a rating of 3 stars.
BD1904,Ratmalana,Double,14199,Available,"Pet-Friendly, Gym, Wi-Fi, Parking",1.3,0.9,Show me boarding houses with a rating of 5 stars.
BD1905,Colombo 2,Shared,8944,Available,"Pet-Friendly, Parking, Laundry, Pool",1.6,2.3,Show me boarding houses with a rating of 3 stars.
BD1906,Colombo 5,Single,10206,Occupied,"Pool, Wi-Fi",4.4,4.3,Are there any boarding houses near Colombo 1?
BD1907,Dehiwala,Shared,9326,Occupied,"Parking, Pet-Friendly, Pool, Gym",4.6,7.8,Show me boarding houses with a rating of 1 stars.
BD1908,Mount Lavinia,Double,13352,Available,"Wi-Fi, Pool, Pet-Friendly",3.1,5.5,Show me boarding houses with a rating of 4 stars.
BD1909,Kaduwela,Double,12277,Available,"Gym, Pet-Friendly, Laundry, Air Conditioning",1.7,6,Show me boarding houses with a rating of 1 stars.
BD1910,Battaramulla,Double,13903,Available,"Pet-Friendly, Wi-Fi",1.5,7.1,Find a boarding house with Gym and Study/Workspace.
BD1911,Kohuwala,Shared,9446,Occupied,"Wi-Fi, Air Conditioning, Pet-Friendly",1.4,1,Find a boarding house with Kitchen and Study/Workspace.
BD1912,Nugegoda,Shared,11246,Available,"Wi-Fi, Gym, Pet-Friendly",2.4,8.9,Find a boarding house with Wi-Fi and Kitchen.
BD1913,Kesbewa,Double,14096,Available,"Laundry, Pool, Wi-Fi",4.4,1.1,Are there any boarding houses near Kaduwela?
BD1914,Angoda,Shared,11937,Available,"Air Conditioning, Pool",4.4,10,Show me boarding houses with a rating of 4 stars.
BD1915,Kolonnawa,Single,13407,Occupied,"Laundry, Parking, Wi-Fi",2.3,9.2,Show me boarding houses with a rating of 3 stars.
BD1916,Kesbewa,Double,14388,Occupied,"Parking, Gym, Pool, Air Conditioning, Pet-Friendly",2.2,8.7,Are there any boarding houses near Kotte?
BD1917,Colombo 8,Single,9026,Occupied,"Air Conditioning, Pet-Friendly",3.4,8.8,Show me boarding houses with a rating of 4 stars.
BD1918,Colombo 1,Shared,9898,Available,"Air Conditioning, Wi-Fi, Laundry",3.4,8.1,Show me boarding houses with a rating of 2 stars.
BD1919,Battaramulla,Shared,14409,Available,"Gym, Wi-Fi, Parking, Air Conditioning, Pet-Friendly",1.6,9.4,Show me boarding houses with a rating of 5 stars.
BD1920,Ratmalana,Single,13338,Available,"Pet-Friendly, Gym, Pool, Air Conditioning",2.3,1.8,Show me boarding houses with a rating of 4 stars.
BD1921,Borella,Shared,13821,Available,"Parking, Air Conditioning, Pool, Gym",2.1,6.6,Find a boarding house with Kitchen and Parking.
BD1922,Maharagama,Single,14063,Occupied,"Gym, Laundry, Pool",3.4,2.5,Are there any boarding houses near Kaduwela?
BD1923,Thimbirigasyaya,Shared,11937,Available,"Laundry, Pet-Friendly, Parking",3.7,7.9,Are there any boarding houses near Malabe?
BD1924,Kelaniya,Shared,10271,Occupied,"Gym, Wi-Fi, Pool",1.3,6.7,Find a boarding house with Gym and Laundry.
BD1925,Kelaniya,Double,13144,Occupied,"Laundry, Air Conditioning, Parking, Pet-Friendly, Pool",3.9,4.5,Find a boarding house with Parking and Kitchen.
BD1926,Kotte,Double,8275,Available,"Pet-Friendly, Parking, Air Conditioning",4.6,2.9,Find a boarding house with Laundry and Attach Bathroom.
BD1927,Battaramulla,Double,14829,Occupied,"Air Conditioning, Wi-Fi, Parking, Pool",4.8,0.7,Are there any boarding houses near Angoda?
BD1928,Colombo 6,Shared,14905,Available,"Gym, Wi-Fi, Pool, Laundry",3.8,0.6,Are there any boarding houses near Colombo 3?
BD1929,Talangama,Double,12815,Occupied,"Wi-Fi, Pet-Friendly, Gym, Laundry, Pool",4.4,5.8,Find a boarding house with Laundry and Gym.
BD1930,Wellawatte,Single,10964,Available,"Air Conditioning, Pet-Friendly",3.6,2.8,Find a boarding house with Laundry and Laundry.
BD1931,Attidiya,Shared,14193,Occupied,"Laundry, Gym, Parking, Pet-Friendly, Wi-Fi",4.6,9.3,Are there any boarding houses near Angoda?
BD1932,Colombo 10,Double,9777,Occupied,"Gym, Laundry",2.5,1.8,Are there any boarding houses near Thalahena?
BD1933,Attidiya,Shared,12151,Occupied,"Air Conditioning, Pool, Laundry, Parking, Gym",2.9,6.2,Find a boarding house with Air Conditioning and Kitchen.
BD1934,Colombo 1,Double,10053,Occupied,"Pet-Friendly, Pool",3.5,3.9,Show me boarding houses with a rating of 1 stars.
BD1935,Rajagiriya,Double,8391,Occupied,"Parking, Pool, Gym",1.6,1.7,Are there any boarding houses near Mount Lavinia?
BD1936,Wattala,Double,11267,Occupied,"Wi-Fi, Parking, Pool, Gym, Air Conditioning",2.2,4.8,Are there any boarding houses near Pittugala?
BD1937,Ratmalana,Double,12091,Occupied,"Pet-Friendly, Gym",2.6,5.3,Find a boarding house with Air Conditioning and Study/Workspace.
BD1938,Pelawatte,Shared,10428,Occupied,"Air Conditioning, Laundry, Gym, Wi-Fi",3.9,2.5,Find a boarding house with Kitchen and Kitchen.
BD1939,Homagama,Single,14370,Occupied,"Wi-Fi, Pool, Gym",3.1,2.5,Are there any boarding houses near Kotte?
BD1940,Colombo 6,Single,11016,Available,"Pet-Friendly, Wi-Fi, Gym, Air Conditioning, Laundry",2.2,2.4,Are there any boarding houses near Thalahena?
BD1941,Kolonnawa,Shared,11749,Occupied,"Parking, Pet-Friendly, Laundry, Air Conditioning",1.9,7.9,Are there any boarding houses near Angoda?
BD1942,Colombo 3,Double,11212,Available,"Pet-Friendly, Gym, Wi-Fi, Parking",1.2,6.8,Show me boarding houses with a rating of 5 stars.
BD1943,Maharagama,Shared,12714,Available,"Parking, Pet-Friendly",3.7,9.5,Find a boarding house with Study/Workspace and Wi-Fi.
BD1944,Thimbirigasyaya,Single,11003,Occupied,"Pool, Gym, Air Conditioning, Pet-Friendly, Parking",2.8,9,Are there any boarding houses near Mount Lavinia?
BD1945,Rajagiriya,Single,11182,Available,"Pool, Wi-Fi, Parking, Air Conditioning",1.8,1.5,Are there any boarding houses near Colombo 3?
BD1946,Ratmalana,Double,8569,Occupied,"Air Conditioning, Wi-Fi, Laundry, Pet-Friendly, Pool",4.7,2.9,Show me boarding houses with a rating of 1 stars.
BD1947,Homagama,Single,14442,Available,"Pet-Friendly, Pool, Air Conditioning, Wi-Fi, Parking",1.2,6.5,Are there any boarding houses near Colombo 3?
BD1948,Colombo 8,Shared,14619,Available,"Laundry, Wi-Fi, Pool, Gym, Parking",2.7,6.8,Show me boarding houses with a rating of 1 stars.
BD1949,Borella,Shared,14193,Available,"Pool, Wi-Fi, Parking, Pet-Friendly, Gym",1.8,0.8,Show me boarding houses with a rating of 3 stars.
BD1950,Angoda,Double,14602,Available,"Wi-Fi, Pet-Friendly, Laundry, Gym",3.8,2.9,Are there any boarding houses near Pittugala?
BD1951,Colombo 4,Single,11163,Available,"Laundry, Gym, Parking, Pet-Friendly, Wi-Fi",1.7,5.4,Find a boarding house with Attach Bathroom and Study/Workspace.
BD1952,Angoda,Shared,9130,Available,"Laundry, Parking, Wi-Fi",4.3,4.7,Show me boarding houses with a rating of 2 stars.
BD1953,Nugegoda,Single,12190,Occupied,"Laundry, Parking, Wi-Fi",4.4,4.9,Show me boarding houses with a rating of 3 stars.
BD1954,Colombo 5,Shared,11775,Occupied,"Gym, Pet-Friendly",3.7,7.7,Are there any boarding houses near Kotte?
BD1955,Kirulapone,Single,9116,Available,"Gym, Air Conditioning, Laundry, Parking, Pet-Friendly",2.3,3.6,Find a boarding house with Study/Workspace and Air Conditioning.
BD1956,Colombo 10,Single,13244,Occupied,"Gym, Pet-Friendly, Air Conditioning, Wi-Fi",2,8.9,Are there any boarding houses near NSBM?
BD1957,Colombo 9,Single,11778,Available,"Parking, Gym, Pet-Friendly",2.7,6.8,Show me boarding houses with a rating of 4 stars.
BD1958,Colombo 7,Single,11438,Occupied,"Gym, Wi-Fi, Pet-Friendly, Air Conditioning",1.9,6.3,Find a boarding house with Laundry and Attach Bathroom.
BD1959,Kolonnawa,Single,8108,Available,"Parking, Pet-Friendly",4.2,5.8,Show me boarding houses with a rating of 3 stars.
BD1960,Colombo 9,Double,14119,Occupied,"Gym, Laundry, Wi-Fi, Pet-Friendly",4.9,6.4,Show me boarding houses with a rating of 2 stars.
BD1961,Angoda,Single,13484,Occupied,"Laundry, Wi-Fi, Pool, Gym, Parking",2.8,6.2,Are there any boarding houses near Pittugala?
BD1962,Kesbewa,Double,13273,Occupied,"Pool, Pet-Friendly, Air Conditioning, Parking",3.2,4.4,Show me boarding houses with a rating of 2 stars.
BD1963,Wellawatte,Shared,9699,Occupied,"Gym, Pet-Friendly, Pool, Parking, Air Conditioning",3.5,3.9,Show me boarding houses with a rating of 4 stars.
BD1964,Mount Lavinia,Double,12938,Available,"Gym, Pet-Friendly",2.1,3.3,Find a boarding house with Laundry and Air Conditioning.
BD1965,Colombo 8,Shared,12049,Available,"Parking, Gym, Laundry, Air Conditioning, Pool",4.1,5.5,Are there any boarding houses near Thalahena?
BD1966,Colombo 9,Shared,8513,Occupied,"Pet-Friendly, Wi-Fi, Gym, Pool",2.7,9.4,Show me boarding houses with a rating of 4 stars.
BD1967,Colombo 7,Shared,14750,Available,"Pool, Air Conditioning, Pet-Friendly, Gym",3.7,9.4,Find a boarding house with Air Conditioning and Gym.
BD1968,Thalawathugoda,Shared,10627,Occupied,"Parking, Pet-Friendly, Pool",1.6,0.9,Show me boarding houses with a rating of 1 stars.
BD1969,Kelaniya,Single,11833,Available,"Gym, Laundry, Parking",4.5,3.5,Show me boarding houses with a rating of 4 stars.
BD1970,Maharagama,Single,8440,Available,"Parking, Wi-Fi",3.9,2,Find a boarding house with Gym and Study/Workspace.
BD1971,Battaramulla,Shared,10471,Occupied,"Gym, Parking, Laundry",2.4,10,Are there any boarding houses near Kaduwela?
BD1972,Colombo 10,Single,14774,Occupied,"Air Conditioning, Gym, Parking",4.6,1.1,Find a boarding house with Study/Workspace and Gym.
BD1973,Colombo 5,Single,14761,Available,"Pet-Friendly, Wi-Fi, Parking, Air Conditioning",3,8.7,Are there any boarding houses near Colombo?
BD1974,Ethul Kotte,Shared,8941,Occupied,"Pet-Friendly, Wi-Fi",3.1,9,Find a boarding house with Gym and Air Conditioning.
BD1975,Mount Lavinia,Double,12856,Available,"Pet-Friendly, Parking, Wi-Fi",2.7,2.8,Are there any boarding houses near Kotte?
BD1976,Colombo 10,Single,8457,Available,"Air Conditioning, Parking, Wi-Fi, Pool",1.1,1.2,Are there any boarding houses near Biyagama?
BD1977,Thimbirigasyaya,Shared,11264,Occupied,"Air Conditioning, Parking, Wi-Fi, Gym",4,2.7,Find a boarding house with Gym and Laundry.
BD1978,Moratuwa,Double,12554,Available,"Parking, Laundry, Pet-Friendly",2.5,5.7,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1979,Kelaniya,Shared,13866,Occupied,"Gym, Air Conditioning, Pool, Laundry, Parking",1,8.8,Find a boarding house with Wi-Fi and Kitchen.
BD1980,Wattala,Shared,13366,Available,"Parking, Pool, Pet-Friendly, Laundry, Air Conditioning",3.2,7.4,Find a boarding house with Wi-Fi and Study/Workspace.
BD1981,Kelaniya,Shared,10439,Occupied,"Air Conditioning, Pool, Wi-Fi",2.2,9.2,Find a boarding house with Study/Workspace and Kitchen.
BD1982,Dehiwala,Single,12427,Occupied,"Air Conditioning, Laundry, Gym, Pet-Friendly",1.3,2.7,Find a boarding house with Attach Bathroom and Parking.
BD1983,Mount Lavinia,Shared,13009,Occupied,"Parking, Laundry, Gym, Pet-Friendly",3.3,1,Find a boarding house with Laundry and Parking.
BD1984,Colombo 2,Shared,10848,Occupied,"Parking, Pet-Friendly, Laundry, Air Conditioning, Gym",4.5,2,Find a boarding house with Gym and Parking.
BD1985,Battaramulla,Shared,10487,Available,"Pet-Friendly, Air Conditioning, Pool, Gym, Wi-Fi",3.1,7,Find a boarding house with Parking and Parking.
BD1986,Colombo 6,Double,14737,Occupied,"Pet-Friendly, Pool",1.3,5.2,Find a boarding house with Study/Workspace and Parking.
BD1987,Borella,Double,13355,Available,"Air Conditioning, Gym",4.4,8.3,Find a boarding house with Attach Bathroom and Attach Bathroom.
BD1988,Kotte,Single,13101,Occupied,"Pet-Friendly, Wi-Fi, Parking, Laundry",1.8,7.1,Find a boarding house with Gym and Study/Workspace.
BD1989,Rajagiriya,Shared,12888,Occupied,"Gym, Laundry",1.9,2,Find a boarding house with Laundry and Air Conditioning.
BD1990,Kohuwala,Double,11871,Occupied,"Pet-Friendly, Pool, Wi-Fi, Laundry",3.7,5,Find a boarding house with Gym and Gym.
BD1991,Dehiwala,Double,14746,Occupied,"Pool, Air Conditioning",3.8,5.9,Find a boarding house with Attach Bathroom and Study/Workspace.
BD1992,Borella,Single,12951,Occupied,"Pet-Friendly, Wi-Fi, Laundry, Parking",2.9,3.3,Find a boarding house with Air Conditioning and Air Conditioning.
